cdmvto_sinc_billeteraIC;cdusuarioIC;femvtoIC;cdnumero_transaccionIC;vrmvtoIC;dsdescripcion_mvtoIC;cdtipo_mvtoIC;cdtipo_ajusteIC;cdorigen_ajusteIC;cdmvto_relacionIC;cdusuario_ingresaIC;feingresaIC;femodificaIC;cdmovimiento_referenciaIC;dsplacaIC;cdpunto_atencionIC;cdtipo_consumoIC;vrajusteIC;cdajusteIC
24120066;36468;2024-11-15;24120066;33250;Prueba performance insertar consumo 13866;0;null;null;25113052;21;2024-11-15;null;null;LED195;123;1;null;null
24120067;36468;2024-11-15;24120067;33251;Prueba performance insertar consumo 13867;0;null;null;25113053;21;2024-11-15;null;null;MIT123;123;1;null;null
24120068;36468;2024-11-15;24120068;33252;Prueba performance insertar consumo 13868;0;null;null;25113054;21;2024-11-15;null;null;QWE000;123;1;null;null
24120069;36468;2024-11-15;24120069;33253;Prueba performance insertar consumo 13869;0;null;null;25113055;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120070;36468;2024-11-15;24120070;33254;Prueba performance insertar consumo 13870;0;null;null;25113056;21;2024-11-15;null;null;AJT124;123;1;null;null
24120071;36468;2024-11-15;24120071;33255;Prueba performance insertar consumo 13871;0;null;null;25113057;21;2024-11-15;null;null;COA721;123;1;null;null
24120072;36468;2024-11-15;24120072;33256;Prueba performance insertar consumo 13872;0;null;null;25113058;21;2024-11-15;null;null;JJV112;123;1;null;null
24120073;36468;2024-11-15;24120073;33257;Prueba performance insertar consumo 13873;0;null;null;25113059;21;2024-11-15;null;null;LED195;123;1;null;null
24120074;36468;2024-11-15;24120074;33258;Prueba performance insertar consumo 13874;0;null;null;25113060;21;2024-11-15;null;null;MIT123;123;1;null;null
24120075;36468;2024-11-15;24120075;33259;Prueba performance insertar consumo 13875;0;null;null;25113061;21;2024-11-15;null;null;QWE000;123;1;null;null
24120076;36468;2024-11-15;24120076;33260;Prueba performance insertar consumo 13876;0;null;null;25113062;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120077;36468;2024-11-15;24120077;33261;Prueba performance insertar consumo 13877;0;null;null;25113063;21;2024-11-15;null;null;AJT124;123;1;null;null
24120078;36468;2024-11-15;24120078;33262;Prueba performance insertar consumo 13878;0;null;null;25113064;21;2024-11-15;null;null;COA721;123;1;null;null
24120079;36468;2024-11-15;24120079;33263;Prueba performance insertar consumo 13879;0;null;null;25113065;21;2024-11-15;null;null;JJV112;123;1;null;null
24120080;36468;2024-11-15;24120080;33264;Prueba performance insertar consumo 13880;0;null;null;25113066;21;2024-11-15;null;null;LED195;123;1;null;null
24120081;36468;2024-11-15;24120081;33265;Prueba performance insertar consumo 13881;0;null;null;25113067;21;2024-11-15;null;null;MIT123;123;1;null;null
24120082;36468;2024-11-15;24120082;33266;Prueba performance insertar consumo 13882;0;null;null;25113068;21;2024-11-15;null;null;QWE000;123;1;null;null
24120083;36468;2024-11-15;24120083;33267;Prueba performance insertar consumo 13883;0;null;null;25113069;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120084;36468;2024-11-15;24120084;33268;Prueba performance insertar consumo 13884;0;null;null;25113070;21;2024-11-15;null;null;AJT124;123;1;null;null
24120085;36468;2024-11-15;24120085;33269;Prueba performance insertar consumo 13885;0;null;null;25113071;21;2024-11-15;null;null;COA721;123;1;null;null
24120086;36468;2024-11-15;24120086;33270;Prueba performance insertar consumo 13886;0;null;null;25113072;21;2024-11-15;null;null;JJV112;123;1;null;null
24120087;36468;2024-11-15;24120087;33271;Prueba performance insertar consumo 13887;0;null;null;25113073;21;2024-11-15;null;null;LED195;123;1;null;null
24120088;36468;2024-11-15;24120088;33272;Prueba performance insertar consumo 13888;0;null;null;25113074;21;2024-11-15;null;null;MIT123;123;1;null;null
24120089;36468;2024-11-15;24120089;33273;Prueba performance insertar consumo 13889;0;null;null;25113075;21;2024-11-15;null;null;QWE000;123;1;null;null
24120090;36468;2024-11-15;24120090;33274;Prueba performance insertar consumo 13890;0;null;null;25113076;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120091;36468;2024-11-15;24120091;33275;Prueba performance insertar consumo 13891;0;null;null;25113077;21;2024-11-15;null;null;AJT124;123;1;null;null
24120092;36468;2024-11-15;24120092;33276;Prueba performance insertar consumo 13892;0;null;null;25113078;21;2024-11-15;null;null;COA721;123;1;null;null
24120093;36468;2024-11-15;24120093;33277;Prueba performance insertar consumo 13893;0;null;null;25113079;21;2024-11-15;null;null;JJV112;123;1;null;null
24120094;36468;2024-11-15;24120094;33278;Prueba performance insertar consumo 13894;0;null;null;25113080;21;2024-11-15;null;null;LED195;123;1;null;null
24120095;36468;2024-11-15;24120095;33279;Prueba performance insertar consumo 13895;0;null;null;25113081;21;2024-11-15;null;null;MIT123;123;1;null;null
24120096;36468;2024-11-15;24120096;33280;Prueba performance insertar consumo 13896;0;null;null;25113082;21;2024-11-15;null;null;QWE000;123;1;null;null
24120097;36468;2024-11-15;24120097;33281;Prueba performance insertar consumo 13897;0;null;null;25113083;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120098;36468;2024-11-15;24120098;33282;Prueba performance insertar consumo 13898;0;null;null;25113084;21;2024-11-15;null;null;AJT124;123;1;null;null
24120099;36468;2024-11-15;24120099;33283;Prueba performance insertar consumo 13899;0;null;null;25113085;21;2024-11-15;null;null;COA721;123;1;null;null
24120100;36468;2024-11-15;24120100;33284;Prueba performance insertar consumo 13900;0;null;null;25113086;21;2024-11-15;null;null;JJV112;123;1;null;null
24120101;36468;2024-11-15;24120101;33285;Prueba performance insertar consumo 13901;0;null;null;25113087;21;2024-11-15;null;null;LED195;123;1;null;null
24120102;36468;2024-11-15;24120102;33286;Prueba performance insertar consumo 13902;0;null;null;25113088;21;2024-11-15;null;null;MIT123;123;1;null;null
24120103;36468;2024-11-15;24120103;33287;Prueba performance insertar consumo 13903;0;null;null;25113089;21;2024-11-15;null;null;QWE000;123;1;null;null
24120104;36468;2024-11-15;24120104;33288;Prueba performance insertar consumo 13904;0;null;null;25113090;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120105;36468;2024-11-15;24120105;33289;Prueba performance insertar consumo 13905;0;null;null;25113091;21;2024-11-15;null;null;AJT124;123;1;null;null
24120106;36468;2024-11-15;24120106;33290;Prueba performance insertar consumo 13906;0;null;null;25113092;21;2024-11-15;null;null;COA721;123;1;null;null
24120107;36468;2024-11-15;24120107;33291;Prueba performance insertar consumo 13907;0;null;null;25113093;21;2024-11-15;null;null;JJV112;123;1;null;null
24120108;36468;2024-11-15;24120108;33292;Prueba performance insertar consumo 13908;0;null;null;25113094;21;2024-11-15;null;null;LED195;123;1;null;null
24120109;36468;2024-11-15;24120109;33293;Prueba performance insertar consumo 13909;0;null;null;25113095;21;2024-11-15;null;null;MIT123;123;1;null;null
24120110;36468;2024-11-15;24120110;33294;Prueba performance insertar consumo 13910;0;null;null;25113096;21;2024-11-15;null;null;QWE000;123;1;null;null
24120111;36468;2024-11-15;24120111;33295;Prueba performance insertar consumo 13911;0;null;null;25113097;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120112;36468;2024-11-15;24120112;33296;Prueba performance insertar consumo 13912;0;null;null;25113098;21;2024-11-15;null;null;AJT124;123;1;null;null
24120113;36468;2024-11-15;24120113;33297;Prueba performance insertar consumo 13913;0;null;null;25113099;21;2024-11-15;null;null;COA721;123;1;null;null
24120114;36468;2024-11-15;24120114;33298;Prueba performance insertar consumo 13914;0;null;null;25113100;21;2024-11-15;null;null;JJV112;123;1;null;null
24120115;36468;2024-11-15;24120115;33299;Prueba performance insertar consumo 13915;0;null;null;25113101;21;2024-11-15;null;null;LED195;123;1;null;null
24120116;36468;2024-11-15;24120116;33300;Prueba performance insertar consumo 13916;0;null;null;25113102;21;2024-11-15;null;null;MIT123;123;1;null;null
24120117;36468;2024-11-15;24120117;33301;Prueba performance insertar consumo 13917;0;null;null;25113103;21;2024-11-15;null;null;QWE000;123;1;null;null
24120118;36468;2024-11-15;24120118;33302;Prueba performance insertar consumo 13918;0;null;null;25113104;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120119;36468;2024-11-15;24120119;33303;Prueba performance insertar consumo 13919;0;null;null;25113105;21;2024-11-15;null;null;AJT124;123;1;null;null
24120120;36468;2024-11-15;24120120;33304;Prueba performance insertar consumo 13920;0;null;null;25113106;21;2024-11-15;null;null;COA721;123;1;null;null
24120121;36468;2024-11-15;24120121;33305;Prueba performance insertar consumo 13921;0;null;null;25113107;21;2024-11-15;null;null;JJV112;123;1;null;null
24120122;36468;2024-11-15;24120122;33306;Prueba performance insertar consumo 13922;0;null;null;25113108;21;2024-11-15;null;null;LED195;123;1;null;null
24120123;36468;2024-11-15;24120123;33307;Prueba performance insertar consumo 13923;0;null;null;25113109;21;2024-11-15;null;null;MIT123;123;1;null;null
24120124;36468;2024-11-15;24120124;33308;Prueba performance insertar consumo 13924;0;null;null;25113110;21;2024-11-15;null;null;QWE000;123;1;null;null
24120125;36468;2024-11-15;24120125;33309;Prueba performance insertar consumo 13925;0;null;null;25113111;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120126;36468;2024-11-15;24120126;33310;Prueba performance insertar consumo 13926;0;null;null;25113112;21;2024-11-15;null;null;AJT124;123;1;null;null
24120127;36468;2024-11-15;24120127;33311;Prueba performance insertar consumo 13927;0;null;null;25113113;21;2024-11-15;null;null;COA721;123;1;null;null
24120128;36468;2024-11-15;24120128;33312;Prueba performance insertar consumo 13928;0;null;null;25113114;21;2024-11-15;null;null;JJV112;123;1;null;null
24120129;36468;2024-11-15;24120129;33313;Prueba performance insertar consumo 13929;0;null;null;25113115;21;2024-11-15;null;null;LED195;123;1;null;null
24120130;36468;2024-11-15;24120130;33314;Prueba performance insertar consumo 13930;0;null;null;25113116;21;2024-11-15;null;null;MIT123;123;1;null;null
24120131;36468;2024-11-15;24120131;33315;Prueba performance insertar consumo 13931;0;null;null;25113117;21;2024-11-15;null;null;QWE000;123;1;null;null
24120132;36468;2024-11-15;24120132;33316;Prueba performance insertar consumo 13932;0;null;null;25113118;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120133;36468;2024-11-15;24120133;33317;Prueba performance insertar consumo 13933;0;null;null;25113119;21;2024-11-15;null;null;AJT124;123;1;null;null
24120134;36468;2024-11-15;24120134;33318;Prueba performance insertar consumo 13934;0;null;null;25113120;21;2024-11-15;null;null;COA721;123;1;null;null
24120135;36468;2024-11-15;24120135;33319;Prueba performance insertar consumo 13935;0;null;null;25113121;21;2024-11-15;null;null;JJV112;123;1;null;null
24120136;36468;2024-11-15;24120136;33320;Prueba performance insertar consumo 13936;0;null;null;25113122;21;2024-11-15;null;null;LED195;123;1;null;null
24120137;36468;2024-11-15;24120137;33321;Prueba performance insertar consumo 13937;0;null;null;25113123;21;2024-11-15;null;null;MIT123;123;1;null;null
24120138;36468;2024-11-15;24120138;33322;Prueba performance insertar consumo 13938;0;null;null;25113124;21;2024-11-15;null;null;QWE000;123;1;null;null
24120139;36468;2024-11-15;24120139;33323;Prueba performance insertar consumo 13939;0;null;null;25113125;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120140;36468;2024-11-15;24120140;33324;Prueba performance insertar consumo 13940;0;null;null;25113126;21;2024-11-15;null;null;AJT124;123;1;null;null
24120141;36468;2024-11-15;24120141;33325;Prueba performance insertar consumo 13941;0;null;null;25113127;21;2024-11-15;null;null;COA721;123;1;null;null
24120142;36468;2024-11-15;24120142;33326;Prueba performance insertar consumo 13942;0;null;null;25113128;21;2024-11-15;null;null;JJV112;123;1;null;null
24120143;36468;2024-11-15;24120143;33327;Prueba performance insertar consumo 13943;0;null;null;25113129;21;2024-11-15;null;null;LED195;123;1;null;null
24120144;36468;2024-11-15;24120144;33328;Prueba performance insertar consumo 13944;0;null;null;25113130;21;2024-11-15;null;null;MIT123;123;1;null;null
24120145;36468;2024-11-15;24120145;33329;Prueba performance insertar consumo 13945;0;null;null;25113131;21;2024-11-15;null;null;QWE000;123;1;null;null
24120146;36468;2024-11-15;24120146;33330;Prueba performance insertar consumo 13946;0;null;null;25113132;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120147;36468;2024-11-15;24120147;33331;Prueba performance insertar consumo 13947;0;null;null;25113133;21;2024-11-15;null;null;AJT124;123;1;null;null
24120148;36468;2024-11-15;24120148;33332;Prueba performance insertar consumo 13948;0;null;null;25113134;21;2024-11-15;null;null;COA721;123;1;null;null
24120149;36468;2024-11-15;24120149;33333;Prueba performance insertar consumo 13949;0;null;null;25113135;21;2024-11-15;null;null;JJV112;123;1;null;null
24120150;36468;2024-11-15;24120150;33334;Prueba performance insertar consumo 13950;0;null;null;25113136;21;2024-11-15;null;null;LED195;123;1;null;null
24120151;36468;2024-11-15;24120151;33335;Prueba performance insertar consumo 13951;0;null;null;25113137;21;2024-11-15;null;null;MIT123;123;1;null;null
24120152;36468;2024-11-15;24120152;33336;Prueba performance insertar consumo 13952;0;null;null;25113138;21;2024-11-15;null;null;QWE000;123;1;null;null
24120153;36468;2024-11-15;24120153;33337;Prueba performance insertar consumo 13953;0;null;null;25113139;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120154;36468;2024-11-15;24120154;33338;Prueba performance insertar consumo 13954;0;null;null;25113140;21;2024-11-15;null;null;AJT124;123;1;null;null
24120155;36468;2024-11-15;24120155;33339;Prueba performance insertar consumo 13955;0;null;null;25113141;21;2024-11-15;null;null;COA721;123;1;null;null
24120156;36468;2024-11-15;24120156;33340;Prueba performance insertar consumo 13956;0;null;null;25113142;21;2024-11-15;null;null;JJV112;123;1;null;null
24120157;36468;2024-11-15;24120157;33341;Prueba performance insertar consumo 13957;0;null;null;25113143;21;2024-11-15;null;null;LED195;123;1;null;null
24120158;36468;2024-11-15;24120158;33342;Prueba performance insertar consumo 13958;0;null;null;25113144;21;2024-11-15;null;null;MIT123;123;1;null;null
24120159;36468;2024-11-15;24120159;33343;Prueba performance insertar consumo 13959;0;null;null;25113145;21;2024-11-15;null;null;QWE000;123;1;null;null
24120160;36468;2024-11-15;24120160;33344;Prueba performance insertar consumo 13960;0;null;null;25113146;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120161;36468;2024-11-15;24120161;33345;Prueba performance insertar consumo 13961;0;null;null;25113147;21;2024-11-15;null;null;AJT124;123;1;null;null
24120162;36468;2024-11-15;24120162;33346;Prueba performance insertar consumo 13962;0;null;null;25113148;21;2024-11-15;null;null;COA721;123;1;null;null
24120163;36468;2024-11-15;24120163;33347;Prueba performance insertar consumo 13963;0;null;null;25113149;21;2024-11-15;null;null;JJV112;123;1;null;null
24120164;36468;2024-11-15;24120164;33348;Prueba performance insertar consumo 13964;0;null;null;25113150;21;2024-11-15;null;null;LED195;123;1;null;null
24120165;36468;2024-11-15;24120165;33349;Prueba performance insertar consumo 13965;0;null;null;25113151;21;2024-11-15;null;null;MIT123;123;1;null;null
24120166;36468;2024-11-15;24120166;33350;Prueba performance insertar consumo 13966;0;null;null;25113152;21;2024-11-15;null;null;QWE000;123;1;null;null
24120167;36468;2024-11-15;24120167;33351;Prueba performance insertar consumo 13967;0;null;null;25113153;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120168;36468;2024-11-15;24120168;33352;Prueba performance insertar consumo 13968;0;null;null;25113154;21;2024-11-15;null;null;AJT124;123;1;null;null
24120169;36468;2024-11-15;24120169;33353;Prueba performance insertar consumo 13969;0;null;null;25113155;21;2024-11-15;null;null;COA721;123;1;null;null
24120170;36468;2024-11-15;24120170;33354;Prueba performance insertar consumo 13970;0;null;null;25113156;21;2024-11-15;null;null;JJV112;123;1;null;null
24120171;36468;2024-11-15;24120171;33355;Prueba performance insertar consumo 13971;0;null;null;25113157;21;2024-11-15;null;null;LED195;123;1;null;null
24120172;36468;2024-11-15;24120172;33356;Prueba performance insertar consumo 13972;0;null;null;25113158;21;2024-11-15;null;null;MIT123;123;1;null;null
24120173;36468;2024-11-15;24120173;33357;Prueba performance insertar consumo 13973;0;null;null;25113159;21;2024-11-15;null;null;QWE000;123;1;null;null
24120174;36468;2024-11-15;24120174;33358;Prueba performance insertar consumo 13974;0;null;null;25113160;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120175;36468;2024-11-15;24120175;33359;Prueba performance insertar consumo 13975;0;null;null;25113161;21;2024-11-15;null;null;AJT124;123;1;null;null
