cdmvto_sinc_billeteraICO;cdusuarioICO;femvtoICO;cdnumero_transaccionICO;vrmvtoICO;dsdescripcion_mvtoICO;cdtipo_mvtoICO;cdtipo_ajusteICO;cdorigen_ajusteICO;cdmvto_relacionICO;cdusuario_ingresaICO;feingresaICO;femodificaICO;cdmovimiento_referenciaICO;dsplacaICO;cdpunto_atencionICO;cdtipo_consumoICO;vrajusteICO;cdajusteICO
7122890;39906;2024-11-15;7122890;33379;Prueba performance insertar comision 14068;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122891;39960;2024-11-15;7122891;33380;Prueba performance insertar comision 14069;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122892;39961;2024-11-15;7122892;33381;Prueba performance insertar comision 14070;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122893;39962;2024-11-15;7122893;33382;Prueba performance insertar comision 14071;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122894;39763;2024-11-15;7122894;33383;Prueba performance insertar comision 14072;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122895;39996;2024-11-15;7122895;33384;Prueba performance insertar comision 14073;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122896;39906;2024-11-15;7122896;33385;Prueba performance insertar comision 14074;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122897;39960;2024-11-15;7122897;33386;Prueba performance insertar comision 14075;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122898;39961;2024-11-15;7122898;33387;Prueba performance insertar comision 14076;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122899;39962;2024-11-15;7122899;33388;Prueba performance insertar comision 14077;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122900;39763;2024-11-15;7122900;33389;Prueba performance insertar comision 14078;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122901;39996;2024-11-15;7122901;33390;Prueba performance insertar comision 14079;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122902;39906;2024-11-15;7122902;33391;Prueba performance insertar comision 14080;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122903;39960;2024-11-15;7122903;33392;Prueba performance insertar comision 14081;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122904;39961;2024-11-15;7122904;33393;Prueba performance insertar comision 14082;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122905;39962;2024-11-15;7122905;33394;Prueba performance insertar comision 14083;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122906;39763;2024-11-15;7122906;33395;Prueba performance insertar comision 14084;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122907;39996;2024-11-15;7122907;33396;Prueba performance insertar comision 14085;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122908;39906;2024-11-15;7122908;33397;Prueba performance insertar comision 14086;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122909;39960;2024-11-15;7122909;33398;Prueba performance insertar comision 14087;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122910;39961;2024-11-15;7122910;33399;Prueba performance insertar comision 14088;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122911;39962;2024-11-15;7122911;33400;Prueba performance insertar comision 14089;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122912;39763;2024-11-15;7122912;33401;Prueba performance insertar comision 14090;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122913;39996;2024-11-15;7122913;33402;Prueba performance insertar comision 14091;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122914;39906;2024-11-15;7122914;33403;Prueba performance insertar comision 14092;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122915;39960;2024-11-15;7122915;33404;Prueba performance insertar comision 14093;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122916;39961;2024-11-15;7122916;33405;Prueba performance insertar comision 14094;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122917;39962;2024-11-15;7122917;33406;Prueba performance insertar comision 14095;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122918;39763;2024-11-15;7122918;33407;Prueba performance insertar comision 14096;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122919;39996;2024-11-15;7122919;33408;Prueba performance insertar comision 14097;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122920;39906;2024-11-15;7122920;33409;Prueba performance insertar comision 14098;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122921;39961;2024-11-15;7122921;33410;Prueba performance insertar comision 14099;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122922;39962;2024-11-15;7122922;33411;Prueba performance insertar comision 14100;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122923;39763;2024-11-15;7122923;33412;Prueba performance insertar comision 14101;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122924;39996;2024-11-15;7122924;33413;Prueba performance insertar comision 14102;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122925;39906;2024-11-15;7122925;33414;Prueba performance insertar comision 14103;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122926;39960;2024-11-15;7122926;33415;Prueba performance insertar comision 14104;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122927;39961;2024-11-15;7122927;33416;Prueba performance insertar comision 14105;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122928;39962;2024-11-15;7122928;33417;Prueba performance insertar comision 14106;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122929;39763;2024-11-15;7122929;33418;Prueba performance insertar comision 14107;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122930;39996;2024-11-15;7122930;33419;Prueba performance insertar comision 14108;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122931;39906;2024-11-15;7122931;33420;Prueba performance insertar comision 14109;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122932;39960;2024-11-15;7122932;33421;Prueba performance insertar comision 14110;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122933;39961;2024-11-15;7122933;33422;Prueba performance insertar comision 14111;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122934;39962;2024-11-15;7122934;33423;Prueba performance insertar comision 14112;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122935;39763;2024-11-15;7122935;33424;Prueba performance insertar comision 14113;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122936;39996;2024-11-15;7122936;33425;Prueba performance insertar comision 14114;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122937;39906;2024-11-15;7122937;33426;Prueba performance insertar comision 14115;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122938;39960;2024-11-15;7122938;33427;Prueba performance insertar comision 14116;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122939;39961;2024-11-15;7122939;33428;Prueba performance insertar comision 14117;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122940;39962;2024-11-15;7122940;33429;Prueba performance insertar comision 14118;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122941;39763;2024-11-15;7122941;33430;Prueba performance insertar comision 14119;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122942;39996;2024-11-15;7122942;33431;Prueba performance insertar comision 14120;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122943;39906;2024-11-15;7122943;33432;Prueba performance insertar comision 14121;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122944;39960;2024-11-15;7122944;33433;Prueba performance insertar comision 14122;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122945;39961;2024-11-15;7122945;33434;Prueba performance insertar comision 14123;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122946;39962;2024-11-15;7122946;33435;Prueba performance insertar comision 14124;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122947;39763;2024-11-15;7122947;33436;Prueba performance insertar comision 14125;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122948;39996;2024-11-15;7122948;33437;Prueba performance insertar comision 14126;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122949;39906;2024-11-15;7122949;33438;Prueba performance insertar comision 14127;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122950;39960;2024-11-15;7122950;33439;Prueba performance insertar comision 14128;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122951;39961;2024-11-15;7122951;33440;Prueba performance insertar comision 14129;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122952;39962;2024-11-15;7122952;33441;Prueba performance insertar comision 14130;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122953;39763;2024-11-15;7122953;33442;Prueba performance insertar comision 14131;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122954;39996;2024-11-15;7122954;33443;Prueba performance insertar comision 14132;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122955;39906;2024-11-15;7122955;33444;Prueba performance insertar comision 14133;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122956;39961;2024-11-15;7122956;33445;Prueba performance insertar comision 14134;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122957;39962;2024-11-15;7122957;33446;Prueba performance insertar comision 14135;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122958;39763;2024-11-15;7122958;33447;Prueba performance insertar comision 14136;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122959;39996;2024-11-15;7122959;33448;Prueba performance insertar comision 14137;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122960;39906;2024-11-15;7122960;33449;Prueba performance insertar comision 14138;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122961;39960;2024-11-15;7122961;33450;Prueba performance insertar comision 14139;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122962;39961;2024-11-15;7122962;33451;Prueba performance insertar comision 14140;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122963;39962;2024-11-15;7122963;33452;Prueba performance insertar comision 14141;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122964;39763;2024-11-15;7122964;33453;Prueba performance insertar comision 14142;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122965;39996;2024-11-15;7122965;33454;Prueba performance insertar comision 14143;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122966;39906;2024-11-15;7122966;33455;Prueba performance insertar comision 14144;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122967;39960;2024-11-15;7122967;33456;Prueba performance insertar comision 14145;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122968;39961;2024-11-15;7122968;33457;Prueba performance insertar comision 14146;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122969;39962;2024-11-15;7122969;33458;Prueba performance insertar comision 14147;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122970;39763;2024-11-15;7122970;33459;Prueba performance insertar comision 14148;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122971;39996;2024-11-15;7122971;33460;Prueba performance insertar comision 14149;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122972;39906;2024-11-15;7122972;33461;Prueba performance insertar comision 14150;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122973;39960;2024-11-15;7122973;33462;Prueba performance insertar comision 14151;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122974;39961;2024-11-15;7122974;33463;Prueba performance insertar comision 14152;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122975;39962;2024-11-15;7122975;33464;Prueba performance insertar comision 14153;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122976;39763;2024-11-15;7122976;33465;Prueba performance insertar comision 14154;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122977;39996;2024-11-15;7122977;33466;Prueba performance insertar comision 14155;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122978;39906;2024-11-15;7122978;33467;Prueba performance insertar comision 14156;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122979;39960;2024-11-15;7122979;33468;Prueba performance insertar comision 14157;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122980;39961;2024-11-15;7122980;33469;Prueba performance insertar comision 14158;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122981;39962;2024-11-15;7122981;33470;Prueba performance insertar comision 14159;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122982;39763;2024-11-15;7122982;33471;Prueba performance insertar comision 14160;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122983;39996;2024-11-15;7122983;33472;Prueba performance insertar comision 14161;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122984;39906;2024-11-15;7122984;33473;Prueba performance insertar comision 14162;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122985;39960;2024-11-15;7122985;33474;Prueba performance insertar comision 14163;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122986;39961;2024-11-15;7122986;33475;Prueba performance insertar comision 14164;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122987;39962;2024-11-15;7122987;33476;Prueba performance insertar comision 14165;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122988;39763;2024-11-15;7122988;33477;Prueba performance insertar comision 14166;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122989;39996;2024-11-15;7122989;33478;Prueba performance insertar comision 14167;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122990;39906;2024-11-15;7122990;33479;Prueba performance insertar comision 14168;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122991;39961;2024-11-15;7122991;33480;Prueba performance insertar comision 14169;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122992;39962;2024-11-15;7122992;33481;Prueba performance insertar comision 14170;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122993;39763;2024-11-15;7122993;33482;Prueba performance insertar comision 14171;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122994;39996;2024-11-15;7122994;33483;Prueba performance insertar comision 14172;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122995;39906;2024-11-15;7122995;33484;Prueba performance insertar comision 14173;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122996;39960;2024-11-15;7122996;33485;Prueba performance insertar comision 14174;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122997;39961;2024-11-15;7122997;33486;Prueba performance insertar comision 14175;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122998;39962;2024-11-15;7122998;33487;Prueba performance insertar comision 14176;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122999;39763;2024-11-15;7122999;33488;Prueba performance insertar comision 14177;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7123000;39996;2024-11-15;7123000;33489;Prueba performance insertar comision 14178;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7123001;39906;2024-11-15;7123001;33490;Prueba performance insertar comision 14179;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
