cdmvto_sinc_billeteraIR;cdusuarioIR;femvtoIR;cdnumero_transaccionIR;vrmvtoIR;dsdescripcion_mvtoIR;cdtipo_mvtoIR;cdtipo_ajusteIR;cdorigen_ajusteIR;cdmvto_relacionIR;cdusuario_ingresaIR;feingresaIR;femodificaIR;cdmovimiento_referenciaIR;dsplacaIR;cdpunto_atencionIR;cdtipo_consumoIR;vrajusteIR;cdajusteIR
24068920;39764;2024-11-15;24068920;24912;Prueba performance insertar recarga 15605;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068921;39765;2024-11-15;24068921;24913;Prueba performance insertar recarga 15606;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068922;39766;2024-11-15;24068922;24914;Prueba performance insertar recarga 15607;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068923;39765;2024-11-15;24068923;24915;Prueba performance insertar recarga 15608;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068924;39766;2024-11-15;24068924;24916;Prueba performance insertar recarga 15609;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068925;39763;2024-11-15;24068925;24917;Prueba performance insertar recarga 15610;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068926;39763;2024-11-15;24068926;24918;Prueba performance insertar recarga 15611;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068927;39764;2024-11-15;24068927;24919;Prueba performance insertar recarga 15612;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068928;39765;2024-11-15;24068928;24920;Prueba performance insertar recarga 15613;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068929;39766;2024-11-15;24068929;24921;Prueba performance insertar recarga 15614;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068930;39763;2024-11-15;24068930;24922;Prueba performance insertar recarga 15615;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068931;39763;2024-11-15;24068931;24923;Prueba performance insertar recarga 15616;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068932;39764;2024-11-15;24068932;24924;Prueba performance insertar recarga 15617;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068933;39765;2024-11-15;24068933;24925;Prueba performance insertar recarga 15618;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068934;39766;2024-11-15;24068934;24926;Prueba performance insertar recarga 15619;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068935;39763;2024-11-15;24068935;24927;Prueba performance insertar recarga 15620;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068936;39763;2024-11-15;24068936;24928;Prueba performance insertar recarga 15621;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068937;39764;2024-11-15;24068937;24929;Prueba performance insertar recarga 15622;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068938;39765;2024-11-15;24068938;24930;Prueba performance insertar recarga 15623;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068939;39766;2024-11-15;24068939;24931;Prueba performance insertar recarga 15624;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068940;39763;2024-11-15;24068940;24932;Prueba performance insertar recarga 15625;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068941;39763;2024-11-15;24068941;24933;Prueba performance insertar recarga 15626;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068942;39764;2024-11-15;24068942;24934;Prueba performance insertar recarga 15627;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068943;39765;2024-11-15;24068943;24935;Prueba performance insertar recarga 15628;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068944;39766;2024-11-15;24068944;24936;Prueba performance insertar recarga 15629;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068945;39763;2024-11-15;24068945;24937;Prueba performance insertar recarga 15630;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068946;39763;2024-11-15;24068946;24938;Prueba performance insertar recarga 15631;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068947;39764;2024-11-15;24068947;24939;Prueba performance insertar recarga 15632;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068948;39765;2024-11-15;24068948;24940;Prueba performance insertar recarga 15633;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068949;39766;2024-11-15;24068949;24941;Prueba performance insertar recarga 15634;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068950;39765;2024-11-15;24068950;24942;Prueba performance insertar recarga 15635;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068951;39766;2024-11-15;24068951;24943;Prueba performance insertar recarga 15636;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068952;39763;2024-11-15;24068952;24944;Prueba performance insertar recarga 15637;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068953;39763;2024-11-15;24068953;24945;Prueba performance insertar recarga 15638;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068954;39764;2024-11-15;24068954;24946;Prueba performance insertar recarga 15639;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068955;39765;2024-11-15;24068955;24947;Prueba performance insertar recarga 15640;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068956;39766;2024-11-15;24068956;24948;Prueba performance insertar recarga 15641;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068957;39763;2024-11-15;24068957;24949;Prueba performance insertar recarga 15642;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068958;39763;2024-11-15;24068958;24950;Prueba performance insertar recarga 15643;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068959;39764;2024-11-15;24068959;24951;Prueba performance insertar recarga 15644;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068960;39765;2024-11-15;24068960;24952;Prueba performance insertar recarga 15645;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068961;39766;2024-11-15;24068961;24953;Prueba performance insertar recarga 15646;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068962;39763;2024-11-15;24068962;24954;Prueba performance insertar recarga 15647;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068963;39763;2024-11-15;24068963;24955;Prueba performance insertar recarga 15648;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068964;39764;2024-11-15;24068964;24956;Prueba performance insertar recarga 15649;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068965;39765;2024-11-15;24068965;24957;Prueba performance insertar recarga 15650;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068966;39766;2024-11-15;24068966;24958;Prueba performance insertar recarga 15651;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068967;39763;2024-11-15;24068967;24959;Prueba performance insertar recarga 15652;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068968;39763;2024-11-15;24068968;24960;Prueba performance insertar recarga 15653;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068969;39764;2024-11-15;24068969;24961;Prueba performance insertar recarga 15654;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068970;39765;2024-11-15;24068970;24962;Prueba performance insertar recarga 15655;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068971;39766;2024-11-15;24068971;24963;Prueba performance insertar recarga 15656;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068972;39763;2024-11-15;24068972;24964;Prueba performance insertar recarga 15657;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068973;39763;2024-11-15;24068973;24965;Prueba performance insertar recarga 15658;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068974;39764;2024-11-15;24068974;24966;Prueba performance insertar recarga 15659;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068975;39765;2024-11-15;24068975;24967;Prueba performance insertar recarga 15660;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068976;39766;2024-11-15;24068976;24968;Prueba performance insertar recarga 15661;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068977;39765;2024-11-15;24068977;24969;Prueba performance insertar recarga 15662;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068978;39766;2024-11-15;24068978;24970;Prueba performance insertar recarga 15663;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068979;39763;2024-11-15;24068979;24971;Prueba performance insertar recarga 15664;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068980;39763;2024-11-15;24068980;24972;Prueba performance insertar recarga 15665;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068981;39764;2024-11-15;24068981;24973;Prueba performance insertar recarga 15666;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068982;39765;2024-11-15;24068982;24974;Prueba performance insertar recarga 15667;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068983;39766;2024-11-15;24068983;24975;Prueba performance insertar recarga 15668;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068984;39763;2024-11-15;24068984;24976;Prueba performance insertar recarga 15669;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068985;39763;2024-11-15;24068985;24977;Prueba performance insertar recarga 15670;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068986;39764;2024-11-15;24068986;24978;Prueba performance insertar recarga 15671;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068987;39765;2024-11-15;24068987;24979;Prueba performance insertar recarga 15672;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068988;39766;2024-11-15;24068988;24980;Prueba performance insertar recarga 15673;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068989;39763;2024-11-15;24068989;24981;Prueba performance insertar recarga 15674;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068990;39763;2024-11-15;24068990;24982;Prueba performance insertar recarga 15675;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068991;39764;2024-11-15;24068991;24983;Prueba performance insertar recarga 15676;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068992;39765;2024-11-15;24068992;24984;Prueba performance insertar recarga 15677;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068993;39766;2024-11-15;24068993;24985;Prueba performance insertar recarga 15678;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068994;39763;2024-11-15;24068994;24986;Prueba performance insertar recarga 15679;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068995;39763;2024-11-15;24068995;24987;Prueba performance insertar recarga 15680;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068996;39764;2024-11-15;24068996;24988;Prueba performance insertar recarga 15681;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068997;39765;2024-11-15;24068997;24989;Prueba performance insertar recarga 15682;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068998;39766;2024-11-15;24068998;24990;Prueba performance insertar recarga 15683;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068999;39763;2024-11-15;24068999;24991;Prueba performance insertar recarga 15684;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069000;39763;2024-11-15;24069000;24992;Prueba performance insertar recarga 15685;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069001;39764;2024-11-15;24069001;24993;Prueba performance insertar recarga 15686;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069002;39765;2024-11-15;24069002;24994;Prueba performance insertar recarga 15687;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069003;39766;2024-11-15;24069003;24995;Prueba performance insertar recarga 15688;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069004;39765;2024-11-15;24069004;24996;Prueba performance insertar recarga 15689;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069005;39766;2024-11-15;24069005;24997;Prueba performance insertar recarga 15690;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069006;39763;2024-11-15;24069006;24998;Prueba performance insertar recarga 15691;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069007;39763;2024-11-15;24069007;24999;Prueba performance insertar recarga 15692;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069008;39764;2024-11-15;24069008;25000;Prueba performance insertar recarga 15693;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069009;39765;2024-11-15;24069009;25001;Prueba performance insertar recarga 15694;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069010;39766;2024-11-15;24069010;25002;Prueba performance insertar recarga 15695;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069011;39763;2024-11-15;24069011;25003;Prueba performance insertar recarga 15696;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069012;39763;2024-11-15;24069012;25004;Prueba performance insertar recarga 15697;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069013;39764;2024-11-15;24069013;25005;Prueba performance insertar recarga 15698;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069014;39765;2024-11-15;24069014;25006;Prueba performance insertar recarga 15699;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069015;39766;2024-11-15;24069015;25007;Prueba performance insertar recarga 15700;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069016;39763;2024-11-15;24069016;25008;Prueba performance insertar recarga 15701;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069017;39763;2024-11-15;24069017;25009;Prueba performance insertar recarga 15702;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069018;39764;2024-11-15;24069018;25010;Prueba performance insertar recarga 15703;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069019;39765;2024-11-15;24069019;25011;Prueba performance insertar recarga 15704;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069020;39766;2024-11-15;24069020;25012;Prueba performance insertar recarga 15705;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069021;39763;2024-11-15;24069021;25013;Prueba performance insertar recarga 15706;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069022;39763;2024-11-15;24069022;25014;Prueba performance insertar recarga 15707;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069023;39764;2024-11-15;24069023;25015;Prueba performance insertar recarga 15708;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24069024;39765;2024-11-15;24069024;25016;Prueba performance insertar recarga 15709;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
