cdmvto_sinc_billeteraIAR;cdusuarioIAR;femvtoIAR;cdnumero_transaccionIAR;vrmvtoIAR;dsdescripcion_mvtoIAR;cdtipo_mvtoIAR;cdtipo_ajusteIAR;cdorigen_ajusteIAR;cdmvto_relacionIAR;cdusuario_ingresaIAR;feingresaIAR;femodificaIAR;cdmovimiento_referenciaIAR;dsplacaIAR;cdpunto_atencionIAR;cdtipo_consumoIAR;vrajusteIAR;cdajusteIAR
8173257;39765;2024-11-15;8173257;33347;Prueba performance insertar ajuste de recarga 14005;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173258;39766;2024-11-15;8173258;33348;Prueba performance insertar ajuste de recarga 14006;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173259;39763;2024-11-15;8173259;33349;Prueba performance insertar ajuste de recarga 14007;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173260;39764;2024-11-15;8173260;33350;Prueba performance insertar ajuste de recarga 14008;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173261;39765;2024-11-15;8173261;33351;Prueba performance insertar ajuste de recarga 14009;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173262;39766;2024-11-15;8173262;33352;Prueba performance insertar ajuste de recarga 14010;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173263;39763;2024-11-15;8173263;33353;Prueba performance insertar ajuste de recarga 14011;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173264;39763;2024-11-15;8173264;33354;Prueba performance insertar ajuste de recarga 14012;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173265;39764;2024-11-15;8173265;33355;Prueba performance insertar ajuste de recarga 14013;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173266;39765;2024-11-15;8173266;33356;Prueba performance insertar ajuste de recarga 14014;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173267;39766;2024-11-15;8173267;33357;Prueba performance insertar ajuste de recarga 14015;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173268;39763;2024-11-15;8173268;33358;Prueba performance insertar ajuste de recarga 14016;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173269;39763;2024-11-15;8173269;33359;Prueba performance insertar ajuste de recarga 14017;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173270;39764;2024-11-15;8173270;33360;Prueba performance insertar ajuste de recarga 14018;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173271;39765;2024-11-15;8173271;33361;Prueba performance insertar ajuste de recarga 14019;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173272;39766;2024-11-15;8173272;33362;Prueba performance insertar ajuste de recarga 14020;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173273;39763;2024-11-15;8173273;33363;Prueba performance insertar ajuste de recarga 14021;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173274;39763;2024-11-15;8173274;33364;Prueba performance insertar ajuste de recarga 14022;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173275;39764;2024-11-15;8173275;33365;Prueba performance insertar ajuste de recarga 14023;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173276;39765;2024-11-15;8173276;33366;Prueba performance insertar ajuste de recarga 14024;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173277;39766;2024-11-15;8173277;33367;Prueba performance insertar ajuste de recarga 14025;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173278;39763;2024-11-15;8173278;33368;Prueba performance insertar ajuste de recarga 14026;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173279;39763;2024-11-15;8173279;33369;Prueba performance insertar ajuste de recarga 14027;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173280;39764;2024-11-15;8173280;33370;Prueba performance insertar ajuste de recarga 14028;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173281;39765;2024-11-15;8173281;33371;Prueba performance insertar ajuste de recarga 14029;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173282;39766;2024-11-15;8173282;33372;Prueba performance insertar ajuste de recarga 14030;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173283;39763;2024-11-15;8173283;33373;Prueba performance insertar ajuste de recarga 14031;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173284;39763;2024-11-15;8173284;33374;Prueba performance insertar ajuste de recarga 14032;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173285;39764;2024-11-15;8173285;33375;Prueba performance insertar ajuste de recarga 14033;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173286;39765;2024-11-15;8173286;33376;Prueba performance insertar ajuste de recarga 14034;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173287;39766;2024-11-15;8173287;33377;Prueba performance insertar ajuste de recarga 14035;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173288;39763;2024-11-15;8173288;33378;Prueba performance insertar ajuste de recarga 14036;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173289;39764;2024-11-15;8173289;33379;Prueba performance insertar ajuste de recarga 14037;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173290;39765;2024-11-15;8173290;33380;Prueba performance insertar ajuste de recarga 14038;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173291;39766;2024-11-15;8173291;33381;Prueba performance insertar ajuste de recarga 14039;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173292;39763;2024-11-15;8173292;33382;Prueba performance insertar ajuste de recarga 14040;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173293;39763;2024-11-15;8173293;33383;Prueba performance insertar ajuste de recarga 14041;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173294;39764;2024-11-15;8173294;33384;Prueba performance insertar ajuste de recarga 14042;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173295;39765;2024-11-15;8173295;33385;Prueba performance insertar ajuste de recarga 14043;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173296;39766;2024-11-15;8173296;33386;Prueba performance insertar ajuste de recarga 14044;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173297;39763;2024-11-15;8173297;33387;Prueba performance insertar ajuste de recarga 14045;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173298;39763;2024-11-15;8173298;33388;Prueba performance insertar ajuste de recarga 14046;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173299;39764;2024-11-15;8173299;33389;Prueba performance insertar ajuste de recarga 14047;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173300;39765;2024-11-15;8173300;33390;Prueba performance insertar ajuste de recarga 14048;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173301;39766;2024-11-15;8173301;33391;Prueba performance insertar ajuste de recarga 14049;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173302;39763;2024-11-15;8173302;33392;Prueba performance insertar ajuste de recarga 14050;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173303;39763;2024-11-15;8173303;33393;Prueba performance insertar ajuste de recarga 14051;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173304;39764;2024-11-15;8173304;33394;Prueba performance insertar ajuste de recarga 14052;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173305;39765;2024-11-15;8173305;33395;Prueba performance insertar ajuste de recarga 14053;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173306;39766;2024-11-15;8173306;33396;Prueba performance insertar ajuste de recarga 14054;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173307;39763;2024-11-15;8173307;33397;Prueba performance insertar ajuste de recarga 14055;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173308;39763;2024-11-15;8173308;33398;Prueba performance insertar ajuste de recarga 14056;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173309;39764;2024-11-15;8173309;33399;Prueba performance insertar ajuste de recarga 14057;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173310;39765;2024-11-15;8173310;33400;Prueba performance insertar ajuste de recarga 14058;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173311;39766;2024-11-15;8173311;33401;Prueba performance insertar ajuste de recarga 14059;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173312;39763;2024-11-15;8173312;33402;Prueba performance insertar ajuste de recarga 14060;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173313;39763;2024-11-15;8173313;33403;Prueba performance insertar ajuste de recarga 14061;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173314;39764;2024-11-15;8173314;33404;Prueba performance insertar ajuste de recarga 14062;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173315;39765;2024-11-15;8173315;33405;Prueba performance insertar ajuste de recarga 14063;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173316;39766;2024-11-15;8173316;33406;Prueba performance insertar ajuste de recarga 14064;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173317;39763;2024-11-15;8173317;33407;Prueba performance insertar ajuste de recarga 14065;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173318;39764;2024-11-15;8173318;33408;Prueba performance insertar ajuste de recarga 14066;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173319;39765;2024-11-15;8173319;33409;Prueba performance insertar ajuste de recarga 14067;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173320;39766;2024-11-15;8173320;33410;Prueba performance insertar ajuste de recarga 14068;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173321;39763;2024-11-15;8173321;33411;Prueba performance insertar ajuste de recarga 14069;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173322;39763;2024-11-15;8173322;33412;Prueba performance insertar ajuste de recarga 14070;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173323;39764;2024-11-15;8173323;33413;Prueba performance insertar ajuste de recarga 14071;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173324;39765;2024-11-15;8173324;33414;Prueba performance insertar ajuste de recarga 14072;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173325;39766;2024-11-15;8173325;33415;Prueba performance insertar ajuste de recarga 14073;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173326;39763;2024-11-15;8173326;33416;Prueba performance insertar ajuste de recarga 14074;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173327;39763;2024-11-15;8173327;33417;Prueba performance insertar ajuste de recarga 14075;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173328;39764;2024-11-15;8173328;33418;Prueba performance insertar ajuste de recarga 14076;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173329;39765;2024-11-15;8173329;33419;Prueba performance insertar ajuste de recarga 14077;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173330;39766;2024-11-15;8173330;33420;Prueba performance insertar ajuste de recarga 14078;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173331;39763;2024-11-15;8173331;33421;Prueba performance insertar ajuste de recarga 14079;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173332;39763;2024-11-15;8173332;33422;Prueba performance insertar ajuste de recarga 14080;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173333;39764;2024-11-15;8173333;33423;Prueba performance insertar ajuste de recarga 14081;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173334;39765;2024-11-15;8173334;33424;Prueba performance insertar ajuste de recarga 14082;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173335;39766;2024-11-15;8173335;33425;Prueba performance insertar ajuste de recarga 14083;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173336;39763;2024-11-15;8173336;33426;Prueba performance insertar ajuste de recarga 14084;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173337;39763;2024-11-15;8173337;33427;Prueba performance insertar ajuste de recarga 14085;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173338;39764;2024-11-15;8173338;33428;Prueba performance insertar ajuste de recarga 14086;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173339;39765;2024-11-15;8173339;33429;Prueba performance insertar ajuste de recarga 14087;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173340;39766;2024-11-15;8173340;33430;Prueba performance insertar ajuste de recarga 14088;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173341;39763;2024-11-15;8173341;33431;Prueba performance insertar ajuste de recarga 14089;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173342;39763;2024-11-15;8173342;33432;Prueba performance insertar ajuste de recarga 14090;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173343;39764;2024-11-15;8173343;33433;Prueba performance insertar ajuste de recarga 14091;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173344;39765;2024-11-15;8173344;33434;Prueba performance insertar ajuste de recarga 14092;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173345;39766;2024-11-15;8173345;33435;Prueba performance insertar ajuste de recarga 14093;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173346;39763;2024-11-15;8173346;33436;Prueba performance insertar ajuste de recarga 14094;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173347;39764;2024-11-15;8173347;33437;Prueba performance insertar ajuste de recarga 14095;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173348;39765;2024-11-15;8173348;33438;Prueba performance insertar ajuste de recarga 14096;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173349;39766;2024-11-15;8173349;33439;Prueba performance insertar ajuste de recarga 14097;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173350;39763;2024-11-15;8173350;33440;Prueba performance insertar ajuste de recarga 14098;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173351;39763;2024-11-15;8173351;33441;Prueba performance insertar ajuste de recarga 14099;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173352;39764;2024-11-15;8173352;33442;Prueba performance insertar ajuste de recarga 14100;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173353;39765;2024-11-15;8173353;33443;Prueba performance insertar ajuste de recarga 14101;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173354;39766;2024-11-15;8173354;33444;Prueba performance insertar ajuste de recarga 14102;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173355;39763;2024-11-15;8173355;33445;Prueba performance insertar ajuste de recarga 14103;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173356;39763;2024-11-15;8173356;33446;Prueba performance insertar ajuste de recarga 14104;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173357;39764;2024-11-15;8173357;33447;Prueba performance insertar ajuste de recarga 14105;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173358;39765;2024-11-15;8173358;33448;Prueba performance insertar ajuste de recarga 14106;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173359;39766;2024-11-15;8173359;33449;Prueba performance insertar ajuste de recarga 14107;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173360;39763;2024-11-15;8173360;33450;Prueba performance insertar ajuste de recarga 14108;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173361;39763;2024-11-15;8173361;33451;Prueba performance insertar ajuste de recarga 14109;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173362;39764;2024-11-15;8173362;33452;Prueba performance insertar ajuste de recarga 14110;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173363;39765;2024-11-15;8173363;33453;Prueba performance insertar ajuste de recarga 14111;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173364;39766;2024-11-15;8173364;33454;Prueba performance insertar ajuste de recarga 14112;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173365;39763;2024-11-15;8173365;33455;Prueba performance insertar ajuste de recarga 14113;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173366;39763;2024-11-15;8173366;33456;Prueba performance insertar ajuste de recarga 14114;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173367;39764;2024-11-15;8173367;33457;Prueba performance insertar ajuste de recarga 14115;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173368;39765;2024-11-15;8173368;33458;Prueba performance insertar ajuste de recarga 14116;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173369;39766;2024-11-15;8173369;33459;Prueba performance insertar ajuste de recarga 14117;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173370;39763;2024-11-15;8173370;33460;Prueba performance insertar ajuste de recarga 14118;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173371;39763;2024-11-15;8173371;33461;Prueba performance insertar ajuste de recarga 14119;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
